--------- beginning of main
I/AwesomePlayer(  301): Could not offload audio decode, try pcm offload
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c73d0
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c7330
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xb0d4f290
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768272)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c7290 (length 285), timestamp 477460 us (0.48 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768672, size: 4096, flags: 0x00000000, timestamp: 384580 us (0.38 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768352)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c72e0 (length 304), timestamp 500680 us (0.50 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768592, size: 4096, flags: 0x00000000, timestamp: 407800 us (0.41 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768112)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c71f0 (length 324), timestamp 523900 us (0.52 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c7420
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c73d0
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768432, size: 4096, flags: 0x00000000, timestamp: 431020 us (0.43 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768192)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c7240 (length 317), timestamp 547120 us (0.55 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2966745744, size: 4096, flags: 0x00000000, timestamp: 454240 us (0.45 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768272)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c7290 (length 355), timestamp 570340 us (0.57 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768672, size: 4096, flags: 0x00000000, timestamp: 477460 us (0.48 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768352)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c72e0 (length 67), timestamp 583401 us (0.58 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768592, size: 4096, flags: 0x00000000, timestamp: 500680 us (0.50 secs))
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c7330
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xb0d4f290
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c7420
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling fillBuffer on buffer 0xab1c73d0
V/OMXCodec(  301): [OMX.google.vorbis.decoder] EMPTY_BUFFER_DONE(buffer: 2870768112)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] Calling emptyBuffer on buffer 0xab1c71f0 (length 66), timestamp 586303 us (0.59 secs)
V/OMXCodec(  301): [OMX.google.vorbis.decoder] FILL_BUFFER_DONE(buffer: 2870768432, size: 4096, flags: 0x00000000, timestamp: 523900 us (0.52 secs))
